1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-0.10487214475870132,0.12112740986049175,-0.011873666662722826,-0.006498568807728589,-0.009413870167918503,-0.057785010896623135,-0.002973287831991911,-0.17497261241078377,0.14941247552633286,-0.013649332569912076,0.266802579164505,-0.056345677468925714,-0.20957940071821213,-0.1753792017698288,-0.01036679046228528,0.17153405025601387,-0.20213430374860764,-0.13004423677921295,-0.07876498438417912,-0.009175341459922493,0.09610521979629993,-0.008432077447650954,0.0959734134376049,0.04004794359207153,-0.11034291796386242,-0.36224640160799026,-0.09528542123734951,-0.08128679357469082,0.044475240632891655,-0.031100023305043578,-0.029731245012953877,0.026203740388154984,-0.2311655543744564,-0.10239986702799797,0.029972274787724018,0.07878967467695475,-0.0676039308309555,-0.07815640047192574,0.2296963818371296,-0.04771366622298956,-0.1852387711405754,0.027161792619153857,0.0659293457865715,0.22347388416528702,0.19198289886116982,0.012359735555946827,0.022143044974654913,-0.13519377820193768,0.09612417407333851,-0.10796587727963924,0.005657681729644537,0.17951948568224907,0.057360926643013954,0.11200209148228168,-0.03830347117036581,-0.05304957181215286,0.028741945512592793,0.13382984697818756,-0.173414409160614,-0.029731752176303416,0.08477521128952503,-0.09867244213819504,-0.06755901500582695,-0.07404158264398575,0.1408352442085743,0.0748451016843319,-0.08143401332199574,-0.2075440064072609,0.06325959973037243,-0.15528865531086922,-0.08406921476125717,0.07160803489387035,-0.15931455045938492,-0.19988977536559105,-0.31024162471294403,0.015302962623536587,0.34217074513435364,0.08074478711932898,-0.16944049298763275,0.03188257571309805,-0.008717285702005029,-0.01848163444083184,0.13286993652582169,0.12606007233262062,-0.009006984531879425,0.03829443687573075,-0.13022398948669434,0.03265024861320853,0.18919792771339417,-0.0628356309607625,-0.048794496804475784,0.21492782980203629,0.00029011769220232964,0.07977197505533695,0.04185138875618577,0.06444348488003016,-0.04319341480731964,0.07481721974909306,-0.13312437012791634,-0.004302265937440097,0.08134895004332066,0.013044286519289017,0.020834228489547968,0.06162231042981148,-0.06192301772534847,0.12309074401855469,0.025595707818865776,0.0737001234665513,0.03309669787995517,-0.04911003587767482,-0.0644000843167305,-0.09418453089892864,0.08825084753334522,-0.18150174990296364,0.21883830055594444,0.16592415794730186,0.007376713212579489,0.09726124629378319,0.0815267339348793,0.1169284675270319,-0.05395672284066677,0.02301187557168305,-0.20502788200974464,-0.009140169015154243,0.09702004864811897,0.05013250187039375,0.11411275528371334,-0.030584022868424654
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-0.07551890797913074,0.10210004821419716,0.012618008069694042,-0.014903197763487697,-0.07851757295429707,-0.05329426098614931,-0.04800161253660917,-0.14517436921596527,0.10852957144379616,-0.08151424676179886,0.2746581956744194,-0.056751253083348274,-0.18482400849461555,-0.13001509383320808,-0.04248004034161568,0.19440804049372673,-0.21693000197410583,-0.15410345792770386,-0.06258676201105118,0.015825150767341256,0.07938468642532825,0.01609733112854883,0.0642132144421339,-0.008316189283505082,-0.04927883855998516,-0.35220447927713394,-0.10032753646373749,-0.0873988252133131,0.08020252734422684,-0.02156562267919071,-0.027191137429326773,0.005742681853007525,-0.20990603417158127,-0.06733967829495668,0.05048757325857878,0.03470049612224102,-0.051707951352000237,-0.0649330411106348,0.21571211516857147,0.0030603210907429457,-0.20427202805876732,0.023177573923021555,0.06641299184411764,0.20719826966524124,0.20781733840703964,0.053723860532045364,0.06215338967740536,-0.17055383324623108,0.09517288021743298,-0.09333723969757557,0.006295898929238319,0.1644272767007351,0.1471938155591488,0.05556694604456425,0.009291642578318715,-0.1087646633386612,-0.010100292041897774,0.09946727193892002,-0.1027968879789114,0.0004684112500399351,0.11441874131560326,-0.013071953784674406,-0.0025128121487796307,-0.12327561341226101,0.24691276624798775,-0.02915780688636005,-0.13221989385783672,-0.16698159649968147,0.13337132334709167,-0.12344920076429844,-0.09096102230250835,0.057894387282431126,-0.1584179364144802,-0.16746894270181656,-0.294316366314888,-0.016092247795313597,0.3722666725516319,0.043381217867136,-0.1334739550948143,0.05732075497508049,-0.05888959299772978,-0.036057064309716225,0.04433515574783087,0.15083733946084976,-0.030651270877569914,0.028176341205835342,-0.08174935728311539,-0.04172507021576166,0.223239928483963,-0.09626566991209984,-0.006024048780091107,0.18124539405107498,-0.05010147765278816,0.072371706366539,0.004961714963428676,-0.011631440022028983,-0.047460817731916904,0.05207405425608158,-0.07187586091458797,0.004680858692154288,-0.06183096580207348,-0.08542771264910698,0.0017385422252118587,0.07137040328234434,-0.08905661478638649,0.06060962285846472,-0.02264416095567867,0.07797461561858654,-0.001470278948545456,0.008225271478295326,-0.10548807121813297,-0.10556449182331562,0.10544332675635815,-0.22120216861367226,0.2086433246731758,0.1723405122756958,0.044323185458779335,0.08996922336518764,0.1324828825891018,0.15773114934563637,-0.045113567262887955,0.04229361563920975,-0.20849207416176796,-0.02970829582773149,0.05857482133433223,-0.010336703737266362,0.08324469532817602,0.011626804480329156
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-0.12017351984977723,0.10066326260566712,0.03581224456429481,-0.040220600366592404,-0.05518446713685989,-0.08086439371109008,-0.07758149057626725,-0.21210708022117614,0.14027811586856842,-0.06087353229522705,0.21979824900627137,-0.015680380538105963,-0.13823007196187972,-0.1596573621034622,-0.005107352882623673,0.1589265763759613,-0.14807580709457396,-0.1902223140001297,-0.039168937131762505,-0.03164498377591372,0.08433889448642731,-0.04207786954939365,0.031759850960224864,0.04323843736201525,-0.11158965826034546,-0.31655406951904297,-0.10335375517606735,-0.09451109915971756,0.05384804382920265,-0.003144177049398422,-0.0170856349170208,-0.011730662360787392,-0.23414455056190492,-0.09003771990537643,0.044065520912408826,0.09964469373226166,-0.00196551401168108,-0.1056760534644127,0.20978551208972931,-0.04417640678584576,-0.18449108004570008,-0.0073505215346813205,0.06863826960325241,0.21662519574165345,0.1759084790945053,0.017777907382696866,0.09267045557498932,-0.1130257323384285,0.14546501338481904,-0.061319411545991895,0.05258466973900795,0.1095981851220131,0.09763045310974121,0.03864059373736382,0.03364289589226246,-0.14721809923648835,0.014621240086853504,0.12362639009952545,-0.1933528572320938,0.03128908835351467,0.09794581308960915,-0.06389848217368126,-0.10716516226530075,-0.13714232742786409,0.22033222913742065,0.1152280479669571,-0.08162070661783219,-0.2492491066455841,0.16297045350074768,-0.12840450555086136,-0.0965301290154457,0.03867294210940599,-0.18094655871391296,-0.1376224175095558,-0.3331180691719055,0.004620887525379658,0.32754716873168943,0.09862017929553986,-0.19853819012641907,0.042175911366939545,0.007732987962663173,0.015268695913255215,0.07449511885643005,0.11426777690649033,-0.007351052388548851,0.09829673171043396,-0.09326297491788864,-0.02220839951187372,0.21394499838352204,-0.006488812714815139,-0.05742102190852165,0.1580992490053177,-0.03909093197435141,0.008638029731810094,0.014195043500512839,0.006629845686256885,-0.09006279557943345,0.04777030125260353,-0.15737562477588654,-0.044445338845252993,0.049642468243837355,0.021105451323091984,0.04441101923584938,0.1107725277543068,-0.10920190215110778,0.08890215754508972,-0.02814534232020378,0.05527086611837149,-0.061402502655982974,-0.01617819704115391,-0.12832725048065186,-0.06253773272037506,0.11573100835084915,-0.16595547795295715,0.21850086748600006,0.1439031630754471,0.07901743277907372,0.09420501887798309,0.11347486823797226,0.0895314410328865,-0.007384050823748112,0.04424670934677124,-0.20185803472995759,-0.04413943216204643,0.059654838591814044,-0.01373986704275012,0.14165325462818146,0.045788174867630003
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-0.044189638831173474,0.0999725129708503,0.05355322084308249,-0.09541303259365767,-0.12951178544933356,-0.030175369775410996,-0.13502329674739283,-0.0804567824217301,0.15451349404830378,-0.19407516862582236,0.15811203405695054,-0.07103707923472506,-0.16150506390529928,-0.023867803680014264,-0.028806270796407775,0.2515882608091947,-0.1585990686005759,-0.17665330197625947,-0.011332098376548406,-0.010437629651278257,0.0728312206174274,0.08906455450121639,-0.00017537053299217838,0.06442867599210693,-0.17083350691980528,-0.3695049664927918,-0.09078454985780623,-0.06128679639976291,-0.043497600619798724,-0.10898915992923153,-0.04654455046594432,0.049191127323265214,-0.1497793899288455,0.02846531251680504,0.0541599644980963,0.12372270139675696,-0.0043570044262841055,-0.10638775314810206,0.1533555985943785,0.07300420405650601,-0.3421153382768909,0.037211298974212804,0.08316424568590608,0.21867904095973784,0.1504798289207579,-0.03139508082938281,0.03459352021584812,-0.13575461911923678,0.13615339502547552,-0.16656291383562735,0.022783750333615297,0.09843645982661293,0.03516125168144992,0.06455009419796537,0.0408197270425995,-0.1243637549211678,0.03305984846343404,0.1305064017911559,-0.17455956238566092,-0.009981807352956926,0.08221932024993364,-0.06987421722739066,0.017828805200321582,-0.07260569179875921,0.18127463186539491,0.10437840454786726,-0.08505148353796561,-0.2161085641789205,0.10843793555949498,-0.1692326947033984,-0.09304319224455981,0.10728907802151245,-0.11835442085578604,-0.17549572682496414,-0.28981220548592723,-0.04156000747625689,0.3357914862702194,0.12830281706110944,-0.1353616511937484,0.06384876204057804,0.033621134638822485,-0.040549303558700296,0.08485405020488118,0.19139542770617216,0.018245597767815428,0.07514310767422024,-0.03211754874226827,0.06200083025993364,0.2756079987993518,-0.05111310362490346,0.00013142056396972496,0.20743557767381945,-0.028066547994402426,0.10254047622958433,-0.005600614871070223,0.027376850121496335,-0.11845710146629694,0.03974740666527193,-0.098427102765412,-0.02473171069784072,-0.02242017486720409,-0.007951096984223254,-0.01907485292871817,0.12993384651767398,-0.1763627002540144,0.15580844285997372,-0.022889229421530967,-0.029695890599735153,-0.035843725533233686,0.09074974298766515,-0.06015450389856852,-0.05322990974284781,0.12304620061395238,-0.1788446360710755,0.17032971052290166,0.18765810783048278,0.07115640245305682,0.10329379987658806,0.11455248050319339,0.051035298378143495,-0.007815126921909237,-0.06338148126469074,-0.21856287411115702,-0.00508897015751448,0.0817801137138339,-0.06277352873489116,0.08638813878292019,-0.0013324874860135096
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-0.12782545130361211,0.031617915935137055,0.058105754852294925,-0.054126901890743866,-0.05271798209710555,-0.11827044994993643,-0.043050840869545935,-0.13247005187652328,0.14389698573134163,-0.06307895650917833,0.25854002413424576,-0.05447886687788096,-0.19133137369697745,-0.11270328197966922,-0.020509142767299305,0.21317029757933184,-0.16141891926527024,-0.09953097572380847,-0.05434848755936731,-0.011087855654345318,0.04998984814367511,-0.022957171783359213,0.05478210405192592,0.10243196067484943,-0.0711798558858308,-0.34180929227308793,-0.13730108006434008,-0.11064270998943936,-0.07413479817861861,-0.027016954780132933,-0.07435368665240027,0.06423061293634501,-0.17285591810941697,-0.11078610068017786,0.029794300356033174,0.06389044692570513,-0.004993318950503387,-0.06949248423969204,0.21647902618754994,-0.022542618845843455,-0.20710573900829662,-0.014083272011273287,0.09111028157851912,0.2085808581926606,0.20838189260526138,0.07142234363339164,0.008318695552985776,-0.10957214754413475,0.09602261517535557,-0.14137556275183505,0.011895870832218365,0.10972888496789066,0.07193799171258103,0.038162758777087386,-0.05038247887383808,-0.1289933641525832,0.03560277567329732,0.103361557491801,-0.17934569188139654,-0.05146887615661729,0.06504743397235871,-0.15533048104156147,-0.09872607080773874,-0.07895995370027693,0.2888789943673394,0.12116367634047162,-0.14225306456739253,-0.15588981482115657,0.13125734877857295,-0.1299305174838413,-0.0780162836001678,0.006377960030328144,-0.20879980366338383,-0.18442116569388997,-0.35287768976254896,0.03252650315195999,0.3352183748375286,0.06567053503610872,-0.1892153643748977,0.07414264184507456,-0.08605447333644736,0.03500782275064425,0.085440540720116,0.1555045806548812,-0.005276033333079381,0.03783133417706598,-0.0837389882315289,-0.032787834370339455,0.16009029732509092,-0.06580192798917944,-0.014289468806236983,0.2097985409877517,-0.02492895588617433,0.10774657584049485,0.026990412514318118,0.015010396601759237,-0.028691392417319796,0.03849226437847723,-0.15724838850173084,0.03717934333465316,0.05591792437163266,0.02924770549447699,0.0322700783314014,0.0831614958291704,-0.15189008245413954,0.046208734454756435,0.007996849092358553,0.024387036543339492,0.022866959281435065,-0.03069424035069956,-0.12086739435114643,-0.13877486430785874,0.11363252889026296,-0.20608926252885298,0.1731587605042891,0.17621679238297722,0.05609447705263103,0.1330064182254401,0.1320073818618601,0.11567917513576421,-0.036318456288427114,0.007894144503569062,-0.2385813597928394,0.05093961918557232,0.18209862891923298,0.001723189651966095,0.12128041102127596,0.02745599931698631
